tweet_1,tweet_2,Tema,Class,Conflict
Diga não ao assassinato de inocentes! #AbortoNao,"""Aquele que me fez no ventre materno não os fez também? Não foi ele que nos formou, a mim e a eles, no interior de nossas mães?""  Jó 31:15 #AbortoNao",Aborto,0,0
#AbortoNao  Querem matar crianças agora? Absurdo!!!,"Quando uma pessoa morre, você não pode simplesmente tirar seus órgãos para doação se ela não deu consentimento em vida. Uma mulher viva não pode abortar por não ter direito sobre o próprio corpo. O direito de uma mulher vale menos do que o de uma pessoa morta?  #AbortoSim",Aborto,0,1
"Ao querer desidratar o Executivo, o STF e o Congresso podem estar tirando a relevância de si mesmos. A população já começa a resgatar em quem ela votou para deputado estadual.  Se a política vai girar em torno dos governadores, Brasília desaparece.  #FicaEmCasaMandetta #AbortoNao","Não se envolva em falsas acu­sações nem condene à morte o inocente e o justo, porque não absolverei o culpado. Êxodo 23:7 #AbortoNao  #AbortoSim Deus de sabedoria para este entendimento... Deus abençoe a todos...",Aborto,0,0
#AbortoNao legalizado tá matando mulheres. Legalizaaaaaaa!,"Tweet de Maurício Costa () Maurício Costa () tweetou: Todo mundo que apoiava a escravidão era livre, todo mundo que apoia o aborto já nasceu.   Falam em ""aborto seguro"". Pergunto, para quem? Afinal, o bebê sempre morre. #AbortoNao",Aborto,0,1
"#AbortoNao e importante dizer que isso não questão de opinião e sim saúde pública, não e legalizado o aborto de um feto formado somente até o ponto em que a gestação e apenas um precesso químico, e quem apoia nao e satanistas só tem o minino de bom senso","Não é questão de religião e sim de saúde pública, mulheres vão continuar abortando sendo legalizado ou não, pelo menos dê condições melhores para que elas não morram junto com o feto. Obrigada. #AbortoSim",Aborto,0,0
#AbortoNao bora interagir pela vida!,"Aproveitando a tag #AbortoNao, gostaria d estatar q eu saía c um cara q era contra o aborto e condenava mulheres q ja abortaram, ms ele só transava sem camisinha KKKKKKK ainda bem q pulei fora e n fiz nada c esse mongol",Aborto,0,0
"Ser a favor do aborto vai contra tudo o que eu acredito, então EU jamais faria, mas vivendo em um país LAICO, não posso e nem devo interferir e opinar nas escolhas de outras pessoas, então se VOCE é contra apenas não faça e cale a boca. #AbortoNao #AbortoSim",Hoje eu perco essa conta. Mas foda-se!   Eu irei xingar todos os defensores de assassinato de crianças.  #AbortoNAO,Aborto,0,1
"mulher tirar o feto não pode agora o homem abandonar a criança COM VIDA, sumir, não da satisfação, não criar, não alimentar, não da assistência, pode ""AmAS ElEh NAum MaTOu"" ava pa puta que pariu #AbortoSim",A porra do Estado é laico e esse deveria ser o motivo mais que suficiente para legalizar.  #AbortoNao,Aborto,0,0
Hoje os defensores de assassinato de crianças estão saindo do inferno.  #AbortoNAO,"Sou só time #AbortoSim  A mulher faz o que ela quer! Se quer tirar o feto, que tire. Infelizmente não temos métodos seguros pra isso. Espero que em um futuro, o aborto seja legalizado.",Aborto,0,1
"#AbortoSIM #AbortoNao  tanto faz a pessoa faz se ela quiser, o corpo é dela caralho. Achei que isso já tava na cara.","#AbortoNao é o caralho! Não ensinam educação sexual pros jovens, não montam uma estrutura social onde o jovem possa poder assumir melhor o próprio erro e vocês vem com essa de querer responsabilizar depois! Larga de moralismo seus bando de hipócritas",Aborto,0,0
Não devemos se meter em feto alheio  #AbortoSIM,"Vocês não entendem que mesmo que não seja legalizado o aborto ainda vai acontecer ilegalmente, aborto ilegal põe em risco a vida da mãe também e muito melhor fazer do jeito certo. #AbortoNao",Aborto,0,0
#AbortoNAO ... Não a morte de bebês ...,"STF assassinos, Corruptos, vagabunos, fechem logo essa merda. #AbortoNao",Aborto,0,0
#AbortoNao respeite as duas vidas,Aborto é o caralho #AbortoNao,Aborto,0,0
#AbortoNao Tem que ser muito idióta para ser a favor do aborto,#AbortoNao Assassinato de bebês não!,Aborto,0,0
A questão do aborto e do coronavírus é bem diferente. Uma é questão de liberdade de escolha para umas mulheres e o outro é sobre uma pandemia. Não misturem assuntos desse gêneros pois um não tem nada ave com o outro querer fazer isso é ser muito ignorante #AbortoNao,"Foda desse debate sobre aborto é que como sempre... não é um debate. Segundo, sempre vem  uns argumento óbvio pra cacete como: ""amas pela CIÊNCIA não é  considerado vida até *insira um mês aleatório* blabla"" so que nem a ciência  entra em consenso nisso. #AbortoNao",Aborto,0,0
"#AbortoNao machos, vão dá o cu",Porquê ao invés de falarmos do ABORTO que (Mata) !  Não falamos do Planejamento familiar que (Salva) ? #AbortoNao,Aborto,0,1
Votem e justifique sua resposta. #AbortoNAO #AbortoSim,Aborto complica o destino. #AbortoNao,Aborto,0,0
"“ah mas você não é mulher, não pode dar pitaco sobre o aborto”. VOCÊ NÃO É UM TRANSFORMER MAS DÁ PITACO SOBRE CARROS. #AbortoNao #AbortoNão",ABORTO É CRIME ABORTO É CRIME ABORTO É CRIME ABORTO É CRIME ABORTO É CRIME ABORTO É CRIME  ABORTO É CRIME ABORTO É CRIME ABORTO É CRIME  ABORTO É CRIME ABORTO É CRIME ABORTO É CRIME  ABORTO É CRIME ABORTO É CRIME ABORTO É CRIME  #AbortoNAO,Aborto,0,0
Como mãe e mulher me deixa triste ver outras mulheres apoiar essa crueldade  #AbortoNao,Isso nem era pra ser discutido  #AbortoNao,Aborto,0,0
"Diz aí o que é pior, legalizar o aborto ou saber que aquele menor pela mão do sistema também vai ser morto? Eis aí o xeque-mate, legalizar o entorpecente ou saber que o tráfico abate a cada minuto mais um inocente? #AbortoNao  #AbortoSim","Se for pra criança sofrer em vida por falta de estrutura (e amor), seja da família ou do sistema de adoção eu prefiro que ela não nasça #AbortoSim",Aborto,0,0
"Tem opção de tomar remédio ? Tem  Tem opção de usar camisinha? Tem  Tem opção de não abrir a perna pra qualquer um ? Tem  Se a mãe de algumas tivessem abortado quem apoia aborto , não estariam nem aqui pra pedir o aborto . Abraços... #AbortoNao","Homi... Deixe a mulher fazer o que quiser com o seu corpo, com a sua vida... Quando vê, se diz ""pro-vida"" mas defende reabertura do comércio em plena pandemia.  #AbortoSim",Aborto,0,1
"Diz pra ficar em casa na pandemia pra proteger a vida, mas acha certo matar uma vida sendo gerada... aff... definitivamente: #AbortoNao","Adotar ninguém quer, mas ser a favor da “vida” todos são.  #AbortoSim",Aborto,0,1
"Seu e eu tivesse sido abortada ficaria feliz, melhor do que viver nesse mundo horrível #abortosim #AbortoNao",&gt; pró-vida &gt; a favor da pena de morte choose one #AbortoSim,Aborto,0,0
Abortem somente os políticos corruptos da nossa nação #AbortoNao,"#AbortoSim - porque você que já nasceu e está grandinho não se mata? Seja coerente com o que você apoia! Morra! (Deixo claro que não quero induzir ninguém a se matar, é somente um contraponto para reflexão).",Aborto,0,0
"Em meio a todo esse caos, chegou o que faltava pra dar a cacetada da morte...STF querer implantar a oficialização do aborto!!! #abortoNao",#AbortoSim e os outros q se fodam,Aborto,0,1
STF - Suprema Tirania Federal #AbortoNao,"Entrei na tag e tinha gente a favor do bolsonaro, isso é tão vergonhoso kkkkkkkk #AbortoNao",Aborto,0,0
"Em relação a esse tema, eu sempre parto da premissa de que: o aborto é uma questão de direitos sexuais e reprodutivos – Todas as pessoas têm o direito de decidir sobre seu corpo, sua liberdade e seu futuro. #AbortoSIM",#AbortoNao Diga sim a vida...,Aborto,0,1
"Em plena na pandemia do virus chinês e crise económica o STF resolver pautar o aborto. Pensei que eles estavam interessados em defender a vida, pelo contrário o interesse é a morte, e nos dois casos, do aborto e virus. #AbortoNao",mas não disse que me arrependi   Dua Lipa Rihanna Thomas Santana Joji #AbortoNao JUNGKOOK #samsungnobbb Titi #festabbb #Riverdale #عبودكا #instagrammusic #COVID19 #نايف_حمدان  #Apple #restateacasa  sadie #Covid_19,Aborto,0,0
"Você é a favor do aborto ?  Então,  por favor, nunca engravide ...  Seria hipocrisia da sua parte manter uma gravidez defendendo o HOMICÍDIO de um bebê. #AbortoNao","#AbortoNAO Pena de morte para assassinos, abortistas, SIM!",Aborto,0,0
"Momento desapropriado com desculpas previsíveis para o stf decidir sobre o aborto, mas segue nossa opinião! #AbortoNao #AbortoNunca",Entrei no #AbortoNao e só vi macho destilando ódio Mas pegar pra cuidar ninguém que né Incrível,Aborto,0,1
"Tentando encontrar, nas redes sociais, o grupo de mães de bebês com microcefalia que entrei em contato da última vez e não consigo. Elas têm muita voz, pq aquelas crianças mudaram a vida delas e todas deixam isso bem claro. #AbortoNao",Assassinato intra-uterino é o termo correto #AbortoNao,Aborto,0,0
#AbortoNao Que o chupacabra chupe o cu de quem é favorável ao aborto.,#AbortoNao nossas crianças não merecem serem assassinadas,Aborto,0,0
Aborto é homicídio #AbortoNao,"Como é feito o assassinato de bebês que você defende: #AbortoNao  1- Por Sucção  Insere-se no útero um tubo oco que tem uma ponta afiada. Despedaça o corpo do bebê que está se desenvolvendo, assim como a placenta e absorve ""o produto da gravidez""(bebê),depositando-o  em um balde+",Aborto,0,0
"#AbortoNAO e só não ser uma relaxada que da pra todo mundo que tu não engravida,  e também tem camisinha e um monte de coisa pra não engravidar, (só engravida quem quer).",Não confio em nada que venha do  !!!  #STFVergonhaNacional  #AbortoNAO,Aborto,0,0
"#AbortoNao Gente me ajudem mandando msgs pra minha amiga perguntando se el ainda vende galinha pfvr, é pro meu tcc  011983095436","Homem não tem o direito de opninar, nem se for o filho dele ? Affs cada uma... #AbortoNao",Aborto,0,0
#AbortoNao não consigo entender quem apoia esse crime!!!!,As mães de quem pensa dessa forma poderia ter tido esse pensamento tambem quando engravidaram. #AbortoSim,Aborto,0,0
"O pior eh a galera do aborto dizendo que não podemos opinar sobre outras vidas e etc, mas enchem o açaí quando falam em armas. #AbortoNao","#AbortoSim Ser favorável ao aborto NÃO significa que você é pró-morte, mesmo que, o aborto deva ser uma escolha DA MULHER. A pauta deseja garantir apenas segurança no ato, porque, independente da bandeira contra ou pro, essa é uma realidade e vai continuar acontecendo.",Aborto,0,1
"Toda conduta produz um resultado. Vc é o responsável pelos seus atos, portanto vc é quem deve ser responsabilizado e não outrem.       Quer liberdade e não responsabilidade, só pode ser esquerdista ou liberal. #AbortoNao","Não sei o que é mais incoerente. Levantar a #AbortoNão e ser a favor da pena de morte ou levantar #AbortoSim e ser contra a pena de morte.  O assunto é muito mais complexo do liberar ou proibir. Acredito que o debate seja importante porém, não nesse atual cenário.",Aborto,0,1
"por isso aula de ciências/biologia é tão importante na vida de ser um humano, educação para saber separar o que é ou não vida e tirar religião e seu egoísmo de alguns assuntos #AbortoNao",O loco os monarquistas acordaram ???  Cada dia que passa simpatizo mais com a ideia  #MonarquiaJa  #AbortoNAO,Aborto,0,0
"a galera do #AbortoNao é muito engraçadaKFKDKDK amg se sua religião não permite, se vc acha errado, se vc acha que é assassinato então não aborta ue, mas outras mulheres que não querem ou que foram estupradas não merecem viver com essa lembrança de trauma ou ódio  #AbortoSim","Só é a favor do aborto as safadas que querem sentir o leitão quente no útero, não quer ter filho usa camisinha. #AbortoSim #AbortoSim",Aborto,0,1
Isso sera uma.aberracao sim a vida #AbortoNao,"#AbortoSim  #AbortoNAO     kkk com essas tags, lembrei da nossa conversa",Aborto,0,0
Entendam como o Bolsonaro age (gato) e como os apressadinhos imediatistas acham que ele deveria agir (cão)... #AbortoNao,Sou contra o #AbortoSim   Salmos 139: 13. Pois possuíste as minhas entranhas; cobriste-me no ventre de minha mãe.,Aborto,0,0
"Não tenho nada contra quem prática o aborto, só para deixar claro! Mas, não sou a favor e não é nem por questões religiosas, mais uma questão de amor ao próximo. #AbortoNao","#AbortoNao então todas as mulheres que não querem ter filhos vão levar pra casa de voces pra VOCÊS CRIAREM, ai fica todo mundo feliz né???",Aborto,0,1
"Toda essa ladainha de novo, essa gente não entende mesmo! #AbortoNAO",Não creio que em pleno 2020 ainda tenho que ler tweet de *homens* mandando mulheres fecharem a perna para não engravidar.  #AbortoSim,Aborto,0,1
"#AbortoNAO ,não quer ter um filho, ñ faz relações sexuais  ou usa preservativos prr acha legal tira uma vida de um ser humano, ou prefere carregar um peso nas costa por ser um assassino. #AbortoNAO","#AbortoNao é uma piada, porque não importa o que todos dizem pra mulher q engravidou pq a camisinha estourou, foi estuprada, esqueceu a pílula, etc. Se ela quer fazer o aborto, ela vai fazer de qualquer jeito seja por remédios, clinica clandestina, etc. +",Aborto,0,1
aborto sim e fodase.  b noite #AbortoSIM,Sim à vida.#AbortoNao,Aborto,0,1
"#AbortoNao ah gente, pelo amor de Deus ne, tamo no séc XXI tamo careca de saber que existe clínica clandestina em muito fundo de quintal","Discutir com abortista é foda parceiro, além desse negócio besta de ""não é lugar de fala"" precisa explicar que não é possível ver um ser humano completo dentro da barriga da mãe pq ainda está em desenvolvimento   Aborto é assassinato, e nada mudará isso  #AbortoNAO",Aborto,0,1
"Eu meio que não tô afim de debater com quem usa local de fala como argumento pra me refutar, então só vim aqui pra dar apoio ao #AbortoNAO, nada de ativismo.","Eu acho que  é algo que não pode ser banalizado. Ah tô grávida vou ali e aborto. Nao. Tem q ter umas ""regrinhas"" talvez. Porem. O corpo é MEU e eu faço oq quiser com ele. Bjo #AbortoNao",Aborto,0,1
pq tem um monte de homem aqui sendo que esse não ép luvar de fala do sexo masculino?#AbortoNao,#AbortoNao só to vendo um monte de homen branco cheio de privilegios comentando sobre as decisões de vida de uma mulher   Mas quando é um cara branco abandonando uma criança ninguém toca no assunto né  #AbortoSim,Aborto,0,0
Deus tá vendo... e nós também #AbortoNao,"#AbortoNao  Pensem bem, pois a justiça dos homens é falha, mas a de Deus é perfeita.",Aborto,0,0
entrei nos trendings do twitter e tô assustada com o Justin Bieber #Riverdale #abortonao pqp virou  Chernobyl??,#AbortoNao o único aborto que queremos é nos trabalhos do CN e STF.,Aborto,0,0
Uma maldade demoníaca. #AbortoNao,Será q vai chegar a hora em q o STF vai liberar o latrocínio pelo fato de q se a vítima sair viva poderá incriminar o coitado do ladrão? Pq essa é a lógica do aborto! #AbortoNao,Aborto,0,0
Feto de cinco meses é encontrado em lixo de condomínio em Sumaré  via  #AbortoNao #AbortoNão,Assassinato de bebês ? Naaaaaaaaaao #AbortoNao,Aborto,0,0
"#STFVergonhaNacional, quem são vocês para julgarem quem deve viver ou morrer? #AbortoNao  #AbortoNunca",#AbortoNao até tomar o primeiro susto k,Aborto,0,1
sou a favor do aborto até antes de transar. Chega de gente nessa porra de mundo!  #AbortoSim,"""Sou contra o aborto, mas, pra mim, bandido bom é bandido morto"" #AbortoSim",Aborto,0,0
#AbortoSim #Abortonao  Não dá pra matar algo que não nasceu. And: homens calem a boca,O  tem como dar uma aula e apresentar inúmeros argumentos incontestáveis contra o aborto.  #AbortoNao,Aborto,0,1
"Gente sério o aborto é assassinato, sei que muitas mulheres sofrem com isso, porém o feto não tem culpa ele é uma vida inocente, #AbortoNao","#AbortoNAO FÁCIL sabe o por que? pois o mesmo é um ser vivo,ele contem células,respira entre outras coisas. Ele NÃO faz parte do corpo da mulher ele ESTA nele. a decisão é de ambos,homem e mulher,pois os dois ajudaram a fazer. Todos passam dificuldade e por isso devemos matar?",Aborto,0,0
"Talvez no futuro nosso período de tempo seja conhecido como ""Obscurantismo"". Um tempo onde mulheres n podiam decidir o q fazer com seus corpos, loucos eram eleitos governantes e a ciência era contestada com opinião pessoal. Estamos na p. 2 da Idade Média.   #AbortoSim #AbortoNao","Apoio o aborto mas também não faria um. Não mataria um filho meu. Mas se a pessoa quiser mesmo fazer, ela fará de qualquer jeito, legalizado ou não. Então legaliza logo.  #AbortoSim #AbortoNAO",Aborto,0,0
"Pra vcs que estão usando #AbortoNao ""Ah, mas engravida pq não usa nenhum contraceptivo"" Toma a reportagem e existem muitos outros casos iguais a esse, parem de querer mandar no nosso corpo e vão ajudar um orfanato porra. #AbortoSim",Não ao holocausto #AbortoNAO,Aborto,0,1
"Prezados Ministros do  #AbortoNAO   Umas pedem aborto sim. Já pensou se a mãe destas pessoas tivessem feito aborto na época que elas estavam grávidas?  Quem pede aborto sim, ao invés de desejar a morte de um feto indefeso, porque não se olhem no espelho e façam...",Sempre tem aquela vag.abunda que chama os homens de macho escroto mas não despensa uma leita.da quent.e dentro não é mesmo vag.abundas? #AbortoNao,Aborto,0,0
"#AbortoNao   Legal o outro lado falando 'abortosim', só os tcholas feministos e as parideiras q dão pra qualquer um e querem jogar pra baixo do tapete. Essas já estão perdidas na vida.",Cruzada pela vida #AbortoNao,Aborto,0,0
Quem pratica aborto é assassino #AbortoSim #AbortoNão,"Tentar reduzir o aborto a uma questão de saúde pública ou a decisões exclusivas de mulheres não significam outra coisa senão negligenciar, de forma arbitrária, autoritária e ideológica,  a natureza de que o embrião é uma pessoa! Um ser humano!   #AbortoNao",Aborto,0,0
#AbortoNao é contra o aborto? é só n fazer #ABORTOSIM,#AbortoNao imediatamente,Aborto,0,1
"#AbortoSim Pra da opinião na internet aparece várias pessoas, agora pra comprar leite e outras coisas a mãe é que se lasca, não é o seu útero, não é seu dinheiro portanto não é sua escolha!",Se tu nao vai bancar  Se tu nao vai parir Se tu nao vai criar Se tu nao sente a dor  NÃO ENTENDO POR SE METE?  #AbortoSim,Aborto,0,0
"As pessoas que defendem o #AbortoNao são, em sua maioria, as mesmas que defendem a pena de morte pra quem ta na prisão Pró vida que diz?","""Aaain, se eu sô feminista, meu filho não nasce machista!""  :V Lógico né, o filho já foi abortado.  #AbortoNao #AbortoNão #AbortosóéNecessárioQuandoforNecessário",Aborto,0,1
"Inacreditável que em pleno século 21, com todos os métodos contraceptivo que existe disponível,  Ainda tenhamos que lidar com a liberação do aborto!!! #AbortoNao  #STFVergonhaNacional",metade das pessoas tweetando #AbortoNao já tomou cházinho de boldo com canela q eu sei,Aborto,0,1
"#AbortoNao sou mulher, portanto posso opinar (como dizem abortistas) e o corpo do meu filho NÃO é o MEU corpo! Ele está dentro de mim, mas ele não sou eu! Portanto não tenho direito de matá-lo. ponto final rs","O aborto é mais um tema do grande mal que se espalha pela humanidade. Estamos vivendo a batalha épica e histórica da humanidade, o bem contra o mal. NADA é relativo, não adianta jornalista com cara boazinha pregando a morte de um bebê, de um ser humano.   #AbortoNao",Aborto,0,0
Eu pensei que estavam falando dos 3 abortinhos que a Rafa fez #AbortoNao,"Mesmo que seja contrário as nossas crenças ( cristão) e fazem contra a nossa vontade cairá uma maldição terrível sobre nossas vidas, lembre-se, somos maioria cristão, erramos em algum momento de nossas vidas para isso ter ocorrido DEUS NÃO PERDOARÁ A MORTE DE INOCENTES #AbortoNao",Aborto,0,0
gente pfvr. isso é pessoal. ninguém manda no corpo de ninguém. independente se vc é a favor ou não.  #AbortoSim #AbortoNao,"os macho querendo mandar no corpo feminino kkkkkkkkk, vão lavar a pinta direito primeiro #AbortoNao",Aborto,0,0
"#AbortoSim Que sociedade mais seletiva, os mesmos que são #abortonão são os mesmos que são a favor da liberação do porte de armas pra se defender. Ué, mas não é contra o aborto pela vida? Se investisse em educação de qualidade pautas como essas já estariam, ao menos, suavizadas.",Não é o seu corpo e suas regras. É a vida de outro ser que cresce dentro de você. #AbortoNAO,Aborto,0,1
#AbortoNao Contra o assassinato de inocentes,"Acordem!!! Aquelr que nao se proteje faz uma roleta russa   com a própria vida, ou seja, não se ama, não ama a ninguém, matar um filho no ventre é o maior crime dessa má escolha.   #AbortoNao",Aborto,0,0
"Acredito que todas as pessoas que são contra aborto deveriam ganhar uma criança de orfanato e uma da rua para criar, e parar de se meter na vida das pessoas alheias #AbortoNAO #AbortoSim",Os não abortados defensores desse crime estão arrependidos e com raiva dos genitores?      #AbortoNAO,Aborto,0,1
oque se vê é um monte de vagaba doidas para dar o bixo e fica defendendo dispensar as consequências depois como se fosse uma diarreia #AbortoNao,#AbortoSim #AbortoNao  Eu indo ver os tópicos do twitter vendo aborto sim e aborto não nele,Aborto,0,0
"#AbortoNao  Pensem bem, pois a justiça dos homens é falha, mas a de Deus é perfeita.",Vc ja viu esse edit na tml?  #AbortoSIM #followtrick #bbb20,Aborto,0,0
"Lógica da esquerda Libertar armas? Jamais, armas matam. Liberar aborto? Claro, meu corpo minhas regras. Liberar as drogas ? Claro  Pra esquerda sua vida e da sua família não são importantes. O importante é a lacração. #AbortoNao",Ao meu ver essa decisão só cabe a mãe afinal é ela que esta gravida e é ela que corre riscos durante o processo     #AbortoSim,Aborto,0,1
se vc é homem e vem opinar numa tag feminina sendo contra o aborto tudo que vc disser será anulado e a gente vai zuar com a sua cara #AbortoSim,O Brasil vai ter que Ucranizar. #AbortoNAO #FiqueEmCasaMandetta #ChegouHoraDoChega  #BolsonaroEstavaCerto  #MonarquiaJa  #olavotemrazao,Aborto,0,-1
#AbortoSIM  é isso,Aborto é sacrifício humano; assassinato; satanismo. Abortistas têm mais é que se foder. #AbortoNao,Aborto,0,1
O que faz um supremo juiz da corte suprema querer colocar o ABORTO como pauta prioritária agora no meio de uma pandemia ???   Explica pra mim !!!   #AbortoNao,"#AbortoNao e pronto! Não quer, não faz! A regra é clara. Quem é a favor do aborto deveria imagina como seria se a mãe tivesse mesma opção de abortar quando estava com o mesmo(a) no barriga. Quem está vivo não tem o direito de tirar a vida de quem vai nascer. Não quer?  Não faz!",Aborto,0,0
"A vida é divina, se não quer ter um filho use métodos contraceptivos e não engravide. Fácil!  #AbortoNao","#AbortoNao pq toda a vida é importante. Seu filho nasceu e você não tem condições de criar porque tem baixa renda e/ou é mãe solteira? Fodase, não é problema meu kkkkk",Aborto,0,0
Se o sexo foi consentido é #AbortoNao,"#AbortoNao os atuais ""membros do  estão legislando no sentido de legalizar o aborto, pois suas vidas são tão desgraçadas que se ""arrependeram"" por não terem sido ABORTADOS! CADEIA PARA ESSES CRIMINOSOS DE TOGA!",Aborto,0,0
"Dá a fedorenta vcs querem. Completar o ensino médio, eu dúvido. #AbortoNao","mds do céu, pleno 2020 e ainda tem gente que é contra o aborto, mds do céu---  #AbortoNao",Aborto,0,1
#AbortoNao   Seu corpo é seu corpo. O corpo do bebê é do bebê.  Sua retardada mental projetinho assassino.,#AbortoNao  sério que tem homem que ainda insiste opinar sobre isso? Quando um amiguinho diz que não vai assumir o filho duvido muito que vocês fazem esse escândalo todo,Aborto,0,1
#AbortoNao TUITI SUBINDO ABORTO SIM MAIS RÁPIDO QUE DOR DE BARRIGA.,Chega é muita loucura isso. Negada acha ainda que isso de 3 meses não tem vida é verdade. Se propagandearem que bolsominion não tem cérebro na verdade eles.vso querer matar.  #AbortoSim é doença mental,Aborto,0,0
"“Não pode legalizar a arma, mata pessoas” “Não pode sair de casa, vidas importam”   “Disse a mesma feminista que vai para rua militar a favor do aborto legal.”  #AbortoNao  Simples, amores!",A pandemia espalha a destruição  pela perda de Vidas . Hora de renovar Vidas #AbortoNao,Aborto,0,0
Eu apoio o #AbortoSim,"#AbortoSIM #AbortoNao  1. mulheres SEMPRE vão abortar, a questao da legalizaçao do aborto é: dar um apoio psicológico pra mulher antes/durante/após a decisão; e dar acesso SEGURO ao procedimento; a vida e dignidade da mulher.  2. quem mais se f*de com a criminalizaçao (+)",Aborto,0,0
"Sério,o mundo realmente tem que acabar! Tem gente que apoia MONARQUIA e recusa o DIREITO das mulheres pqp. #AbortoSim #MonarquiaJa",#AbortoNao se não quer ter filho que legalize o retirada do útero simples,Aborto,0,1
"#AbortoNao , se você aprova aborto vc claramente deveria ter sido abortado fi de kenga","#AbortoNao pq a minha religião condena, por isso esse meu argumento é válido pra evitar isso no nosso país ¿laico?",Aborto,0,1
QUE EU NÃO PUDE ACREDITAR Dua Lipa Rihanna Thomas Santana Joji #AbortoNao Will Smith #samsungnobbb Titi #festabbb #Riverdale #عبودكا #instagrammusic #COVID19 #نايف_حمدان #GOT7_NOTBYTHEMOON #Apple sadie #Covid_19,#AbortoSim   Brasil proíbe: agora está tudo resolvido  Clínicas clandestinas:,Aborto,0,0
#AbortoSim #AbortoNao  Eu indo ver os tópicos do twitter vendo aborto sim e aborto não nele,#AbortoNao Essa pauta está igual criança esperança  O discurso pró vida dura um mês e o discurso pró morte o ano inteiro,Aborto,0,0
"Porque ninguém fala do pai fodão que fez o filho e cai fora, ao invés de ficar julgando a mulher que escolhe fazer o mesmo?  #AbortoSim","Os que bradam :sem útero ,sem opinião ,estão cientes de que os homens do PCC ordenam aborto das meninas chinesas ? Elas tem útero mas não podem falar por si .#AbortoNao",Aborto,0,0
Sou contra o aborto até quem já nasceu e defende o aborto de crianças indefesas #AbortoNAO,"vou falar o que acontece quando vc sobe a #AbortoNao ou #AbortoSim  ngm muda de opinião, vc só mostra a sua própria opinião que ninguem pediu e fica numa punheta de grupo com quem concorda enquanto xinga o outro lado. fora isso, nada no mundo chega perto de mudar",Aborto,0,1
Alguém me para #BBBaEliminacao #samsungnobbb #festabbb #vaiquecola #LiveDoRevela GIZELLY NO MULTISHOW #AbortoNao #AbortoSim Paulo Gustavo Xande Galaxy S20 sadie Ferdinando REMEMBER PRIOR #Apple #BBB20 #PINTOAWARDS #BTSReComeback2020,STF assassino#AbortoNao,Aborto,0,0
