tweet_1,tweet_2,Tema,Class,Conflict
Seja mente aberta mas não ao ponto do seu cérebro caí no chão. #abortoNao,"Sobre essa questão do #AbortoNao ou #AbortoSIM, vamos começar com uma questão básica? Pra validação do argumento, vocês sabem a diferença entre ser a favor da legalização do aborto e a favor do aborto?",Aborto,0,1
"#AbortoSim. Aborto é o caralho, pensa em se prevenir antes de transar, caralho! Aborto opcional é só em caso de estupro ou anencefalia. Se você concorda em assassinar um feto, que é um ser vivo, que pode agonizar em dor, e que quando sofre o aborto é envenenado. Você é um mostro",gosto pacas dessa # estar nos trendings do Brasil.. tá mais do que certo #AbortoSim,Aborto,0,1
Aborto não é método contraceptivo!antes de escolher seu macho escroto se proteja #AbortoNAO,"É isso ai, #AbortoNao",Aborto,2,0
"Você quer defender #AbortoNao? Saiba que SE for aprovado, aborto NUNCA seria obrigatório. Faz a mulher que quer + reduziria índice de morte por aborto clandestino + reduz abandono parental + reduz número absurdo de crianças esperando por adoção.  #AbortoSIM",#AbortoNao aborto nunca!!,Aborto,0,1
"#AbortoNunca foi da sua conta homem escroto, se eu quiser aborta eu vou #AbortoSim","oi gente não é sobre ser a favor do aborto é sobre sua legalização mulheres já abortam, mas poderiam fazer isso sem arriscar suas vidas #AbortoSim",Aborto,0,0
Quem usa a #AbortoSim deveria dar o exemplo e SE abortar.   #AbortoNão,"Os do contra falando que somente homem que está usando #AbortoNao !  Sou mulher , profissional da Saúde na área de obstetrícia, não pronunciei meu juramento a toa não , e optei SIM pela vida!  #AbortoNao #AbortoNao #AbortoNao",Aborto,1,0
"Pra quem tá vivo e é a favor do aborto, deveria ter sido abortado. #AbortoNao","Volto aqui para pedir para os machos q estão opinando contra a legalização, para que leiam sobre o assunto (leiam textos de mulheres, n de outros homens) E percebam que é uma questão de saúde pública, n de caráter Ngm acha legal abortar, mas a legalização é necessária #AbortoNao",Aborto,0,1
"ABSURDO!!!  Enquanto estamos lutando pela vida dos brasileiros que estão sofrendo fisicamente, psicologicamente e economicamente com a pandemia. O STF mostra suas garras contra a vida de quem ainda nem nasceu.  A vida humana não pode estar na mão de 11 ministros.  #AbortoNao","#AbortoNao  É mais facil não dar pra vagabundo do que abortar né, ja viu alguma mulher abortar filho  de artistas ou homens ricos ??",Aborto,0,0
povo discurtindo entre #AbortoSim  #AbortoNão  e eu só queria o #PINTOAWARDS,"#AbortoSim ai amigas, homens fazendo escolhas em assunto que não cabem a eles, usando religião como argumento, parece que as pessoas se prendem tanto no mundo delas e querem ter prisioneiros, titi, sinceramente cansada, ate quando isso?????",Aborto,0,0
Como as pessoas não conseguem ver que o aborto é um assassinato cruel ??? #AbortoNao,"Os que vivem gritando por direitos humanos, são os mesmos que apoiam o aborto (assassinato de bebês). O que tem na cabeça dessa gente?    #AbortoNao",Aborto,0,0
Sobre #quarentena  #AbortoNao  é necessário dizer: #STFVergonhaNacional,"#AbortoSim e cuida da tua vida, das tuas escolhas, do teu corpo. Segurança, saúde e liberade de escolha pra mulher, vai impactar 0% da TUA vida. Feto não sente dor até 24° semana de gestação e não te interessa se ela quer dar, qual método e quem ela é. Seu intrometido hipócrita.",Aborto,0,1
"Porque em uma democracia a maioria decide, e não 11 urubus.  #AbortoNao","Ser a favor do aborto vai contra tudo o que eu acredito, então EU jamais faria, mas vivendo em um país LAICO, não posso e nem devo interferir e opinar nas escolhas de outras pessoas, então se VOCE é contra apenas não faça e cale a boca. #AbortoNao #AbortoSIM",Aborto,0,1
"Para o #AbortoNao acontecer deveriam estar sendo feitas mais  campanhas para o uso de preservativos, os pais deveriam ensinar aos filhos sobre educação sexual e os homens e as mulheres deveriam ter consciência das consequências de praticar atos sexuais sem camisinha +","leia concordo com o seu posicionamento, porém, nao",Aborto,2,-1
se homem ficasse gravido o aborto ia se um mandamento da biblia   #AbortoSim,se a punição do aborto fosse também para o pai... aí sim estariam eles na rua dizendo #AbortoSim,Aborto,2,0
"se a mulher que decide, seja sensata e  decida não engravidar, prevenção é que não falta, de resto, um bando de militantes doente.#AbortoNao",#AbortoNao  quem assim o defende é tão assassino quanto.,Aborto,0,0
#AbortoNao não entendo a razão de culparem a mulher por escolherem abortar  pensava que o problema em si era o homem estuprador e muitos métodos contraceptivos que não são eficazes,"OMS desde que seja saúde de quem interessa .Aí vem os sábios opinadores do twitter dizer que os brancos ricos é que são contra o aborto .E os chefões da OMS,o partido comunista chinês , as fundações como Bill e Melinda Gates e tantos outros tiranos globais são pobres ??#AbortoNao",Aborto,0,0
"Temos hoje milhares de mulheres morrendo ou adquirindo doenças graves, por causa de abortos feitos em locais não apropriados, com materiais mal higienizado e por pessoas que não são médicas. O aborto já devia ser legal a muito tempo. #AbortoSim","Sem contar que a proibição do aborto afeta diretamente a população de baixa renda, pois são justamente essas pessoas que não tem dinheiro para abortar em uma clinica de aborto que cobra absurdos para realizar o procedimento clandestinamente. #AbortoSim",Aborto,1,0
"#AbortoNAO É uma outra vida. Não quer ter filhos, previna-se, não saia assassinando.","Esses esquerdopatas, Quando a mãe deles estavam grávidas dos mesmos, infelizmente não era aprovado o direito de aborto. Fazer o que, né? #AbortoNAO",Aborto,0,0
#AbortoNao se mata que não vai ter filho!,O Amor venceu a imoralidade do aborto! #AbortoNao,Aborto,0,0
Isso    #AbortoNao,"Se a mulher tiver o direito de abortar o feto, o homem tem o direito de pelo menos abandonar o feto? #AbortoSim #AbortoNao",Aborto,0,0
Não temos o direito de tirar a vida de um inocente! #AbortoNao,"#AbortoSim acho que as mulheres que decidem, não os homens. sem falar que a maioria delas são estupradas, isso fode com o piscicológico delas. ter um filho é ter responsabilidade gente, muitos pais aí colocam um filho na terra e não dão o carinho e o amor que eles merecem . --",Aborto,0,1
"""vocês que usam a tag #AbortoNao são exatamente isso:"" mulheres abortistas são exatamente isso:",KJKKKKKKKKKKJKKKKKKK esse vídeo é TUDO vsfKJKKKKKKKKKKKKKKK,Aborto,2,0
"Já questionei várias vezes, mas até agora nada.  Sabem de algum caso em que a mulher abortou o filho de um jogador de futebol?  #AbortoNao!","Cara, os doentes do #AbortoSim usam os mesmos argumentos que poderiam ser usados em relação ao suicídio: ""meu corpo minhas regras"" ""assassinar o bebê pra não crescer em um mundo injusto"" e balblablas..  Aos abortistas sugiro exatamente isso, afinal, morto não aborta  #AbortoNao",Aborto,1,0
"se tem uma coisa que mexe comigo é essa discussão sobre legalização de aborto. quem não é mãe, não sabe a responsabilidade que é criar um filho, tudo que acontece com o mesmo é culpa nossa, é uma pressão enorme e nem se fala do cansaço! por isso eu sou a favor do #AbortoSim",Só lembrando q sem útero n opina #AbortoSim,Aborto,0,0
"Que me desculpem, mas mulheres que sobem a tag #AbortoSIM são aquelas q querem ""distribuir"" pra todo mundo sem a preocupação de ter que criar um filho, ou as que querem ter certeza de que quando cansarem de brincar de casinha com o macho, não vão precisar levar nada.  #AbortoNao","Dizem que homens não tem lugar de fala, mas como pessoa que quase foi abortada no nascimento é impossível apoiar isso #AbortoNao",Aborto,0,0
"A direita gosta de copiar os EUA. Pois então, lá desde 1973 o aborto é LEGAL. Questão de liberdade e privacidade, nada de ""comunismo"" mas liberalismo puro. Ser a favor da legalização não quer dizer que você faria, mas sim defender que quem quer faça de modo SEGURO #AbortoSim","#AbortoSim LEGALIZAÇÃO JÁ!!! e pau no cu de quem não concordar, o Estado NÃO tem que colocar a porra de uma lei no MEU ÚTERO. Quem discordar pode vir aqui onde eu moro criar e sustentar as crianças q n tem dinheiro pra comprar um sukita",Aborto,0,0
#AbortoSim e se vier contestar falando de religião eu vou mandar tomar no cu,Uma sociedade desumana atrai a ira do Criador. #AbortoNao,Aborto,0,1
#abortonao = 30k de tweets #abortosim = 2k e meio. Recomendo pararem de brigar sobre isso. O duelo já foi decidido.,"#AbortoSim assassinas e assassinos que não foram abortados querendo prostituir a vontade e se engravidar só assassinar...geração hipócrita e debil mental,por isso a maioria de vcs são gente feia e sem estudo,incapazes,derrotados e infelizes...",Aborto,0,0
"#AbortoSim A legalização do aborto garante que você possa ter opção de escolha. Se você não faria, não faça! Mas não tire a opção da coleguinha  next",A vida pertence a Deus. Ele a gera no ventre e só ele pode interrompe-la. #AbortoNao,Aborto,0,1
"Independente se vc é do time #abortosim ou #abortonão, ou ainda fica pedindo #monarquiaja, se quiser saber de dicas para #emagrecer, é só me acompanhar, rsrsrs!  #humor #saúde",#AbortoNao bando de abutres do Stf,Aborto,0,0
"#AbortoSim se for pra colocar filho no mundo e deixar solto na rua sem ter um pingo de responsabilidade, que faça o aborto","Então, aborto seguro é quando a aborteira vai junto #AbortoNao",Aborto,0,1
"Aborto sim #AbortoNao não é o caralho, n é seu útero fique quieto","Ser pró vida é naturalmente louvável, independente da religião, mas é  nojento ver cristãos defendendo o aborto.  #AbortoNAO",Aborto,0,1
"é engraçado que quando você pergunta para os homens se eles são a favor do aborto, mesmo em caso de estupro, eles dizem que não... mas os dados mostram que: a maioria dos homens abandonam namorada/esposa depois de um estupro, quem dirá criar a criança #AbortoSim","O corpo é da mulher e ela faz o que  Quiser com ele , não são homens que decidem isso beleza ?? #AbortoSim",Aborto,0,0
"#AbortoNao eae homem q é contra o aborto, ja pagou a pensão do filho q tu nem faz questão de visitar ou vai esperar a justiça vir cobrar?",Quem usa a #AbortoSim deveria dar o exemplo e SE abortar.   #AbortoNão,Aborto,0,1
"Boa noite com #AbortoSim e quem não quiser fazer não faça, queremos apenas o direito de escolha.",Matar uma criança pode? alguém sair a rua é crime? #AbortoNão #AbortoNao,Aborto,0,1
"Seguinte, sou contra o aborto e é por isso que não vou abortar! Vocês q engravidam e não querem filhos q se resolvam! #AbortoNao","Surreal gente, to vendo muitos perfis defendendo o aborto até com 26 ou 27 semanas( 7 meses galera) SURREAL, sem palavras. Esse bebê prematuro abaixo nasceu com 26 semanas, vcs tem noção, isso é um assassinato cara, me parte o coração    #AbortoNao",Aborto,0,0
"As feministas que são a favor do aborto achariam legal um casal querer abortar pelo simples motivo do feto não ser um menino, sonho deles, mas veio uma menina. Seria certo assassinar essa menina por era ser menina, em nome da liberdade absoluta da mulher...?","Você acha que com quantas semanas vai rolar o aborto? Com 20? Kkkkkkkk, amiguinho, o aborto ocorreria antes das 12 semanas, após isso não ocorre aborto. O sexo ainda não é possível de identificar nesse período. Minha esposa está grávida, qual gestação você acompanhou? kkkkkk.",Aborto,1,1
#AbortoNao   𝔼𝕄  ℝ𝔼𝕊ℙ𝔼𝕀𝕋𝕆  𝔸  𝕍𝕀𝔻𝔸,#AbortoNao aborto não  é  método  anti concepcional,Aborto,0,0
Fazendo um approach mais religioso da parada do #AbortoSim e #AbortoNao :  - Quando você aborta você devolve um espirito. Uma alma. Você abortando por querer ou não. Isso pode gerar diversos tipos de espíritos perturbados que vão acompanhar o seu futuro filho e atrapalhando+,"#AbortoSim e se vc não tem útero, cala a boca",Aborto,0,1
"Tenho certeza que a galera do #AbortoNao nunca, NUNCA, parou pra ler do que se trata. Aborto é questão de saúde da mulher. Tem que ser discutido, mas como sempre querem cagar regra.","#AbortoNao! Isso jamais! Se não quer, não faz!",Aborto,0,1
"Já que homem não pode opinar, vai ai a opinião de uma mulher: #AbortoNao",O mais ridículo desse tweet é os pró-aborto dizendo para o moço pró-vida que se ele é homem não pode opinar. Aí chega uma mulher pró-vida e eles criticam sua opinião  A opinião DELA! Preciso falar mais alguma coisa para tornar-se perceptível a falta de credibilidade dessa gente?,Aborto,2,0
"Simples, se a mulher não quer, ela não é obrigada a ter #AbortoSim","E por acaso o feto é gerado no saco escrotal do homem? Ah não, pera, é no útero feminino né... Macho não opina sobre aborto... Vai cuidar do filho q vc nunca deu atenção, da pensão q vc não paga, da sua masculinidade frágil e tóxica e deixa o corpo da mulher em paz. #AbortoSim",Aborto,0,0
"Agressão é objetivamente errado. Todos indivíduos possuem direito a vida, propriedade e liberdade, inclusive o bebê.   Nenhum indivíduo é dono de corpo alheio, principalmente a mãe. Não é ético e muito menos legítimo matar bebês.   Mude a minha opinião.  #AbortoNao #AbortoSIM","Maluco vem falar de ética, sendo que parte do discurso do mesmo é repleto de sexismo e autoritarismo e o princípio básico do liberalismo que é o indivíduo ter plena liberdade para decidir sobre as suas escolhas sem sofrer coerção social do estado ou de outro indivíduo.",Aborto,2,1
"Sou contra o aborto, mas a favor da mulher poder escolher!!!!!#AbortoSim",Twitter coloca o sim do mal 6000 frente mas #AbortoNao 41000. Indecoroso,Aborto,0,-1
Olha só! Realmente eu n tinha observado da perspectiva do seu umbigo,"Não iria responder mais... Meu umbigo? Quem mesmo está olhando só pra si? mulher vai, transa com um canalha sem qualquer proteção, engravida, não quer a cria, e resolve abortar, pelo bem da criança ou pq olha para o próprio umbigo? O que quero é salvar vidas. #AbortoNAO",Aborto,2,1
"#AbortoSim foda ver homens se posicionando contra o aborto com o argumento de q isso é coisa de vadia irresponsável, sendo que a grande maioria abandona a mulher quando ela diz estar grávida. não adianta se dizer ""pro-vida"" sendo que vc nem assumiu seu filho. fica com deus irmão.","FALA QUE O BOLSONARO É ASSASSINO, MAS É A FAVOR DO ABORTO.  VOCÊ QUE É A FAVOR PODERIA NEM ESTAR LENDO ISSO, SABIA? COMO SEMPRE A ESQUERDA SENDO A ESCÓRIA DA SOCIEDADE #AbortoSim",Aborto,0,1
"#AbortoNao qual o intuito dessa hashtag? mano tem um cara com uma mansão linda do caralho, dai vc diz para ele destruir essa mansão, quebrar tudo que há nela. a não ser que a porra do imóvel não seja seu, nem te diga respeito, VOCÊ NãO PODE DIZER O QUE FAZER OU NÃO!","Aborto não,  #AbortoNAO",Aborto,0,1
"Ao invés de erradicar a pobreza, vamos matar crianças, bem mais fácil! #AbortoNao","#AbortoSim. Vendo as opiniões contrárias, parece que todos os métodos são 100% eficazes e que estupro é algo que não acontece. Acho o aborto mais digno do que uma mãe ter um filho sem vontade e sem amor.",Aborto,0,1
CHEGA! #AbortoNAO,#AbortoNao   𝔼𝕄  ℝ𝔼𝕊ℙ𝔼𝕀𝕋𝕆  𝔸  𝕍𝕀𝔻𝔸,Aborto,0,0
#abortoSIM e se vc discorda pode me dar unfollow boa noite,As crianças são o maior bem de qualquer nação #AbortoNao,Aborto,0,1
Mas colocar uma criança no mundo pra sofrer também é covardia. #AbortoSIM,Que tal deixar a criança decidir se ela quer viver?#AbortoNao,Aborto,1,1
''A nação que aprova o aborto é inimiga de Deus.''  (São João Paulo II) #AbortoNao,Usar religião como argumento pra ser contra o aborto é a uma das coisas mais baixas e nojentas que eu vejo na Internet  #AbortoSim,Aborto,0,1
Mulher é estrupada a sociedade “tb olha a roupa dela” Mulher solteira engravida sociedade “tb abriu as pernas” Mulher aborta “assassina”  FAZEMOS O Q BEM ENTENDER C NSS CORPOS E N VAI SER 18 HOMEM Q VAO ESCOLHER SE É CRIME OU NÃO  #AbortoNao é #AbortoSim,Cada um com as suas escolhas #AbortoSim,Aborto,0,0
As pessoas que são pró morte dizem - Tem que matar pq.. é menos um pobre Como se a maioria daqui tbm não fosse e estão vivinhos enchendo o saco Dizem Não vai sentir dor se viver pobre vai sofrer + Vocês se mantam quando sentem dor somente pra sofrer menos? Hipócritas #AbortoNAO,"#AbortoNao Para casos extremos como gravidez por estupro ainda resta a oportunidade de se dar a criança para adoção, não é pq ela é vinda de um ato desgraçado que não pode se tornar uma pessoa virtuosa. Não é justo matar um inocente, pq fazer duas vítimas de crimes horrendos?",Aborto,0,0
"Juridicamente estamos sem saída. Game Over. O Estado pode violar os direitos fundamentais, é o que decidiu o STF nessa tarde.","Pra que existe essa porra de constituição,  se ninguém a respeita, ou melhor o único que respeita é o Presidente!!! #AbortoNao",Aborto,2,0
"#AbortoSim porque quem tem dinheiro vai abortar de todo jeito, enquanto quem não tem pode morrer tentando.  ABORTO É QUESTÃO DE SAÚDE PÚBLICA",EU AMO ESSES TWEETS! CONTINUEM GALERA! O QUÊ VCS FAZEM É EXTREMAMENTE NECESSÁRIO.,Aborto,2,0
"Votamos no Bolsonaro, mas quem dá as ordens no país é o STF. O STF decidiu que quem irá liberar ou não a volta do povo ao trabalho será o Estado ou município.  Cadê o cabo e o soldado.?",STF lixo.  Só trás insegurança jurídica para o país.  #AbortoNao,Aborto,2,0
#AbortoNao Quem apoia o aborto já nasceu!,"aborto não é questão moral, mas questão de saúde pública, se voce é não a legalização do aborto saiba que você está sendo conivente com a morte de milhares de mulheres.  #AbortoSim #AbortoSim",Aborto,0,1
"#AbortoSim Eu lembro quando eu engravidei, foi tudo muito desesperador..pensei em abortar? Sim, pensei várias vezes! Até tomar a MINHA DECISÃO de criar minha filha. Gente, por favor não somos ninguém e não podemos julgar nada! Hoje sou muito feliz cm ela(+)",#AbortoNao Vai usar camisinha putedo,Aborto,0,1
tanto tempo q nao entro no tico e teco #Riverdale #BBBAEliminação #BocaRosaBeauty #AbortoSim Mc Davi Annita Lula e Rihanna Camila Cabello,Quem coloca #AbortoSim deve dar graças a Deus que a mães deles aderem ao #AbortoNao...  Comecem a honrar a decisão de suas mães...,Aborto,0,0
Vamos falar a verdade. Todas que abortaram e todos que incentivaram cometeram ASSASSINATO. E agora querem que seja permitido em lei.....  ahhh bandidos! Não passarão #AbortoNao,PSOL é  a favor desta abominação?  A Vida é o Bem Maior #AbortoNao,Aborto,0,0
"Em meio à pandemia e palavras de todos em preocupação com as vidas, o STF resolve deliberar sobre aborto. Os humanistas que se alimentam de fetos já lambem os lábios.  #AbortoNao",Esses bairristas são sórdidos #AbortoNao,Aborto,1,0
"Aborto é assassinato, é matar um ser humano que não tem culpa de nada. Ele merece viver. #AbortoNao","“A mulher que aborta é uma de nós. Ela é a sua irmã, ela é a sua vizinha, ela é a sua filha ou a sua mãe”, define Débora Diniz. A classe social não interfere na decisão. “Pobres e ricas, todas abortam”, afirma a professora.   #AbortoSim",Aborto,0,1
"As feministas que são a favor do aborto achariam legal um casal querer abortar pelo simples motivo do feto não ser um menino, sonho deles, mas veio uma menina. Seria certo assassinar essa menina por era ser menina, em nome da liberdade absoluta da mulher...?","Claro que não seria certo. Temos métodos contraceptivos aos montes. Elas deveriam colocar a língua ""dentro da boca"" para na próxima encarnação não sofrerem do que defendem.",Aborto,1,0
Vamos subir #AbortoNao .  STF quer aprovar medida em plena pandemia.,Parem de gracinha seus comedores de lagosta às custas do dinheiro alheio. Nem tentem aprovar essa aberração. Estamos ligados.  #AbortoNAO,Aborto,1,0
"E sim, é um feto e não um bebê. Um feto não tem seu cérebro desenvolvido, nem o sistema nervoso centra nem nada que possa fazer com que ele sinta dor. A partir do monte em que ele possa sentir dor e tem um cérebro não se faz um aborto #AbortoSIM",Antes de tirar seu filho do seu ventre você deve passar por psicólogos para conversar com eles e ver se isso realmente é algo que você queira fazer ou apenas está nervosa e com medo #AbortoSIM,Aborto,1,0
#AbortoNao só tem homem idiota querendo mandar no que a mulher deve ou não fazer skskskksksksks as vezes queria suicidar minha memória para não relembrar isso,"Se não quer engravidar é só utilizar alguns dos vários métodos anti-concepcionais existentes, é uma covardia fazer isso com um inocente,mas se mesmo assim ainda quiser abortar eu espero que a mulher também morra lentamente na hora do aborto. #AbortoNao",Aborto,1,1
Fora aborto #AbortoNao,#AbortoSim Sem vagina  Sem opinião,Aborto,0,1
"Que decepcionante acordar e ver a tag #AbortoNao. Primeiro que o corpo é da mulher e ela tem sim, DIREITO e mesmo que fosse um homem ele também teria. Nem todos tem condição de cuidar de um filho. E fala sério, o feto NÃO SENTE NADA. Já foi comprovado isso.",Então volta no tempo e pede para te abortar!,Aborto,2,1
"""Fica em casa, nada é mais importante que a Vida, não pera vamos aproveitar e mudar a lei do aborto."" Não você não está ficando louco esse é o STF que agora legisla e dita a vida no Brasil! E a esquerda xingando o Bolsonaro de ditador! #AbortoNao",Pela vida.#AbortoNao,Aborto,2,0
"homem não tem que opinar na nossa decisão, vocês não dão a luz e muito menos passam 9 meses carregando na barriga, tem muita criança na rua passando fome e frio, porquê vocês não vão ajudar quem realmente tá precisando e param de opinar na decisão da mulher. #AbortoSim #AbortoNao",Se homem engravidasse o aborto seria permitido. #AbortoSim,Aborto,0,0
"Não se pode relativizar o valor da vida em decorrência da idade. Isso vale para o cálculo utilitarista que entende que a morte de idosos, na pandemia, é algo natural, mas também para os que aproveitam o momento de crise para pautar a legalização da morte de fetos. #AbortoNao",Educação sexual para decidir. Contraceptivos para não abortar. Aborto legal e gratuito para não morrer!  #AbortoSim #NenhumaAmenos,Aborto,0,1
Ai gente temos sempre que reforçar #AbortoSim,#AbortoNao  ABORTO SIM,Aborto,0,0
Sou contrário ao aborto...#AbortoNao,"#AbortoNao O aborto tem q ser permitido, pra evitar q crianças cresçam em ambientes onde não são amadas, vivem passando necessidades e acabam sofrendo grandes traumas!  #AbortoSim",Aborto,0,1
"Por que a extrema-imprensa esconde do público o julgamento marcado pelo STF sobre aborto? É cúmplice na estratégia de esconder a importantíssimo decisão, utilizando o caos gerado pela quarentena?  Querem aprovar o aborto na surdina?  #AbortoNao",pfvr aprovem mesmo,Aborto,2,1
"Mulher tem o direito de tudo mesmo, mas não é por isso que temos que tirar uma vida ! #AbortoNao",#AbortoNao Temos que salvar vidas nao só no corona mas a vida que está pra chegar também.,Aborto,0,0
As mesmas pessoas que defendem #AbortoNao são aquelas que são contra educação sexual nas escolas levando(as crianças e adolescentes) a ter DST e gravidez na adolescência resultando no aborto do feto  A hipocrisia e a ignorância desse povo é de cair o c# da bunda,"As pessoas tentam colocar a culpa do sexo desregrado na falta de educação sexual, como se nenhum adolescente não soubesse que sexo dá prazer e que isso engravida.  O sexo desregrado é fruto de uma má formação familiar. A justificativa de falta de educação só é aceitável +",Aborto,2,1
#AbortoNao.  Sim à vida,Vemos o grau de degradação moral quando algo óbvio como a preservação da vida é colocada em pauta para discussão. Que Deus tenha misericórdia de nós.. #AbortoNao #AbortoSim,Aborto,0,0
Esquerda sempre apoiando genocídio  #AbortoNao,"Aborto sim, porque ninguém tem o direito de ditar regras sobre o nosso corpo. Até porque a maioria não é pró vida e sim pró nascimento, depois a mãe e o bebê que se dane. Aborto sempre vai existir, o que queremos é o direito de termos um aborto seguro. #AbortoSim",Aborto,0,1
MANO FODASSE Q É ASSASSINATO QUANTO MENOS CRIANÇA NESSA PORRA MELHOR TEM Q ABORTAR MESMO #AbortoSim VTNC NA MORAL ODEIO CRIANÇA CHORANDO EM FILA,"De abortista eu só gosto da distância . Não tem diálogo com quem concorda com a ideia de matar um ser inocente, independente do motivo que seja! #AbortoNAO",Aborto,0,1
A esquerda irresponsável é contra a vida! #AbortoNao,"Essa mania do brasileiro de ir  acostumando-se com tudo que lhe é imposto, está trazendo cada vez mais o socialismo para o país. A última que estão tentando empurrar goela abaixo é aprovação do aborto.  #AbortoNao",Aborto,0,0
"#AbortoNunca ninguém é obrigado a seguir o seu código moral. Legalizar o aborto bão significa todo mundo abortar, significa menos mulheres mortas. #AbortoSim","#AbortoNAO STF serve pra soltar vagabundos, defender corruptos, proibir o cidadão à legítima defesa e permitir matar bebês indefesos! Cumpre bem a agenda  socialista e globalista! Objetivo de destruir nossa sociedade!",Aborto,0,1
"Varios métodos de evitar uma gravidez indesejada, mais as imbecializadas preferem matar. #AbortoNao",eu vou olhar os replys contrários a #AbortoNao e pelo menos 40% é fancam de kpop tentando lacrar,Aborto,0,0
"Rapaz e um povo sem noção mesmo.  Pedido a morte de criança, mas incapaz de defender a cura do Corona vírus através da medicação. Hipocrisia. Vcs são um lixo #AbortoSim #AbortoNAO",#AbortoNao STF aproveitando o momento.,Aborto,0,0
