tweet_1,tweet_2,Class,Conflict_Caio,Conflict_Victor
#AbortoNao bora interagir pela vida!,"Aproveitando a tag #AbortoNao, gostaria d estatar q eu saía c um cara q era contra o aborto e condenava mulheres q ja abortaram, ms ele só transava sem camisinha KKKKKKK ainda bem q pulei fora e n fiz nada c esse mongol",0,0.0,0.0
"Ser a favor do aborto vai contra tudo o que eu acredito, então EU jamais faria, mas vivendo em um país LAICO, não posso e nem devo interferir e opinar nas escolhas de outras pessoas, então se VOCE é contra apenas não faça e cale a boca. #AbortoNao #AbortoSim",Hoje eu perco essa conta. Mas foda-se!   Eu irei xingar todos os defensores de assassinato de crianças.  #AbortoNAO,0,1.0,1.0
"mulher tirar o feto não pode agora o homem abandonar a criança COM VIDA, sumir, não da satisfação, não criar, não alimentar, não da assistência, pode ""AmAS ElEh NAum MaTOu"" ava pa puta que pariu #AbortoSim",A porra do Estado é laico e esse deveria ser o motivo mais que suficiente para legalizar.  #AbortoNao,0,0.0,0.0
Hoje os defensores de assassinato de crianças estão saindo do inferno.  #AbortoNAO,"Sou só time #AbortoSim  A mulher faz o que ela quer! Se quer tirar o feto, que tire. Infelizmente não temos métodos seguros pra isso. Espero que em um futuro, o aborto seja legalizado.",0,1.0,1.0
"#AbortoSIM #AbortoNao  tanto faz a pessoa faz se ela quiser, o corpo é dela caralho. Achei que isso já tava na cara.","#AbortoNao é o caralho! Não ensinam educação sexual pros jovens, não montam uma estrutura social onde o jovem possa poder assumir melhor o próprio erro e vocês vem com essa de querer responsabilizar depois! Larga de moralismo seus bando de hipócritas",0,0.0,0.0
Não devemos se meter em feto alheio  #AbortoSIM,"Vocês não entendem que mesmo que não seja legalizado o aborto ainda vai acontecer ilegalmente, aborto ilegal põe em risco a vida da mãe também e muito melhor fazer do jeito certo. #AbortoNao",0,0.0,0.0
#AbortoNAO ... Não a morte de bebês ...,"STF assassinos, Corruptos, vagabunos, fechem logo essa merda. #AbortoNao",0,0.0,0.0
"Se um feto fosse um indivíduo dotado de direitos, incluindo o direito à vida, mulheres grávidas poderiam fazer seguro de vida ou até passar propriedades para eles. Teriam também desconto no imposto de renda por terem um dependente, já que fetos são “bebês”. #abortosim",STF aproveitando crise para legalizar aborto.  Não podemos permitir. #AbortoNao,0,0.0,1.0
#AbortoNao respeite as duas vidas,Aborto é o caralho #AbortoNao,0,0.0,0.0
#AbortoNao Tem que ser muito idióta para ser a favor do aborto,#AbortoNao Assassinato de bebês não!,0,0.0,0.0
"Em meio à pandemia e palavras de todos em preocupação com as vidas, o STF resolve deliberar sobre aborto. Os humanistas que se alimentam de fetos já lambem os lábios.  #AbortoNao",#AbortoSim Eu vendo esses macho falando merda no tt. Só vem dar opinião quando vcs puderem parir uma criança,0,-1.0,1.0
A questão do aborto e do coronavírus é bem diferente. Uma é questão de liberdade de escolha para umas mulheres e o outro é sobre uma pandemia. Não misturem assuntos desse gêneros pois um não tem nada ave com o outro querer fazer isso é ser muito ignorante #AbortoNao,"Foda desse debate sobre aborto é que como sempre... não é um debate. Segundo, sempre vem  uns argumento óbvio pra cacete como: ""amas pela CIÊNCIA não é  considerado vida até *insira um mês aleatório* blabla"" so que nem a ciência  entra em consenso nisso. #AbortoNao",0,0.0,0.0
"#AbortoNao machos, vão dá o cu",Porquê ao invés de falarmos do ABORTO que (Mata) !  Não falamos do Planejamento familiar que (Salva) ? #AbortoNao,0,1.0,1.0
Votem e justifique sua resposta. #AbortoNAO #AbortoSim,Aborto complica o destino. #AbortoNao,0,0.0,0.0
#AbortoSim veio na hora certa o trending,"Mas eu sinto que o maior destruidor da paz hoje é o aborto, porque é uma guerra contra a criança – um assassinato direto da criança inocente – assassinato pela própria mãe.  Madre Teresa #AbortoNao",0,0.0,-1.0
Boa noite Primeiro #AbortoNao Segundo Cada dia estão enfraquecendo nosso presidente O que esta esperando nosso presidente p tomar uma atitude drástica.,"#AbortoSim   milhares de mulheres  morrem todos os anos com abortos ilegais  , o gove  deveria pelo menos  dar um auxílio  para garantir a segurança  da mulher ; independentemente  se é  ético  ou não  , isso quem  decide  é  a mulher!",0,0.0,1.0
"“ah mas você não é mulher, não pode dar pitaco sobre o aborto”. VOCÊ NÃO É UM TRANSFORMER MAS DÁ PITACO SOBRE CARROS. #AbortoNao #AbortoNão",ABORTO É CRIME ABORTO É CRIME ABORTO É CRIME ABORTO É CRIME ABORTO É CRIME ABORTO É CRIME  ABORTO É CRIME ABORTO É CRIME ABORTO É CRIME  ABORTO É CRIME ABORTO É CRIME ABORTO É CRIME  ABORTO É CRIME ABORTO É CRIME ABORTO É CRIME  #AbortoNAO,0,0.0,0.0
Como mãe e mulher me deixa triste ver outras mulheres apoiar essa crueldade  #AbortoNao,Isso nem era pra ser discutido  #AbortoNao,0,0.0,0.0
"Diz aí o que é pior, legalizar o aborto ou saber que aquele menor pela mão do sistema também vai ser morto? Eis aí o xeque-mate, legalizar o entorpecente ou saber que o tráfico abate a cada minuto mais um inocente? #AbortoNao  #AbortoSim","Se for pra criança sofrer em vida por falta de estrutura (e amor), seja da família ou do sistema de adoção eu prefiro que ela não nasça #AbortoSim",0,0.0,0.0
"As pessoas acham q quando dizemos #AbortoSim na primeira oportunidade vamos abortar, ngm vai mais se prevenir e vamos engravidar e abortar por pura diversão como se fosse super cool só pode",STF cuidado vcs estão puxando a corda #AbortoNao,0,0.0,-1.0
"Tem opção de tomar remédio ? Tem  Tem opção de usar camisinha? Tem  Tem opção de não abrir a perna pra qualquer um ? Tem  Se a mãe de algumas tivessem abortado quem apoia aborto , não estariam nem aqui pra pedir o aborto . Abraços... #AbortoNao","Homi... Deixe a mulher fazer o que quiser com o seu corpo, com a sua vida... Quando vê, se diz ""pro-vida"" mas defende reabertura do comércio em plena pandemia.  #AbortoSim",0,1.0,1.0
"Diz pra ficar em casa na pandemia pra proteger a vida, mas acha certo matar uma vida sendo gerada... aff... definitivamente: #AbortoNao","Adotar ninguém quer, mas ser a favor da “vida” todos são.  #AbortoSim",0,1.0,1.0
"Seu e eu tivesse sido abortada ficaria feliz, melhor do que viver nesse mundo horrível #abortosim #AbortoNao",&gt; pró-vida &gt; a favor da pena de morte choose one #AbortoSim,0,0.0,0.0
Abortem somente os políticos corruptos da nossa nação #AbortoNao,"#AbortoSim - porque você que já nasceu e está grandinho não se mata? Seja coerente com o que você apoia! Morra! (Deixo claro que não quero induzir ninguém a se matar, é somente um contraponto para reflexão).",0,0.0,0.0
"Em meio a todo esse caos, chegou o que faltava pra dar a cacetada da morte...STF querer implantar a oficialização do aborto!!! #abortoNao",#AbortoSim e os outros q se fodam,0,1.0,1.0
STF - Suprema Tirania Federal #AbortoNao,"Entrei na tag e tinha gente a favor do bolsonaro, isso é tão vergonhoso kkkkkkkk #AbortoNao",0,0.0,0.0
"Em relação a esse tema, eu sempre parto da premissa de que: o aborto é uma questão de direitos sexuais e reprodutivos – Todas as pessoas têm o direito de decidir sobre seu corpo, sua liberdade e seu futuro. #AbortoSIM",#AbortoNao Diga sim a vida...,0,1.0,1.0
"Em plena na pandemia do virus chinês e crise económica o STF resolver pautar o aborto. Pensei que eles estavam interessados em defender a vida, pelo contrário o interesse é a morte, e nos dois casos, do aborto e virus. #AbortoNao",mas não disse que me arrependi   Dua Lipa Rihanna Thomas Santana Joji #AbortoNao JUNGKOOK #samsungnobbb Titi #festabbb #Riverdale #عبودكا #instagrammusic #COVID19 #نايف_حمدان  #Apple #restateacasa  sadie #Covid_19,0,0.0,0.0
#AbortoNao  querem acabar com o aborto? Fácil legalize a venda de crianças resolvido!,"Vc que prática esse tipo de assassinato de um inocente, tomara que vc morra. #AbortoSim",0,1.0,-1.0
"Só eu q sou bem foda-se em questão de aborto? Tipo, pra mim o problema seria tão simples de ser resolvido: quem achar certo aborta e quem n achar certo n aborta.  #AbortoSim","E aquele papo de ter que ficar em casa pra preservar a vida?  Teve até um chorinho dramático de político!  E o papo de ""economia a gente corre atrás, a vida não""...  Mas aprova o aborto?  Hipocrisia tem limites!! #AbortoNAO",0,0.0,1.0
"Você é a favor do aborto ?  Então,  por favor, nunca engravide ...  Seria hipocrisia da sua parte manter uma gravidez defendendo o HOMICÍDIO de um bebê. #AbortoNao","#AbortoNAO Pena de morte para assassinos, abortistas, SIM!",0,0.0,0.0
"Momento desapropriado com desculpas previsíveis para o stf decidir sobre o aborto, mas segue nossa opinião! #AbortoNao #AbortoNunca",Entrei no #AbortoNao e só vi macho destilando ódio Mas pegar pra cuidar ninguém que né Incrível,0,1.0,1.0
"Tentando encontrar, nas redes sociais, o grupo de mães de bebês com microcefalia que entrei em contato da última vez e não consigo. Elas têm muita voz, pq aquelas crianças mudaram a vida delas e todas deixam isso bem claro. #AbortoNao",Assassinato intra-uterino é o termo correto #AbortoNao,0,0.0,0.0
"O aborto tem q ser permitido, pra evitar q crianças cresçam em ambientes onde não são amadas, vivem passando necessidades e acabam sofrendo grandes traumas! Essa foto é de um bb q nasceu com o DIU na cabeça, nenhum modo de prevenção é 100%  #AbortoSim","VC não acha melhor a bebê nascer não, vai ter coragem de fazer essa monstruosidade olhando no olho?  Coisa de monstro matar inocentes!!  #AbortoNAO",1,1.0,1.0
"Bora subir, robozada?   #AbortoNao",#AbortoNAO vida sim,1,0.0,0.0
STF quer aplicar a medida enquanto a gente não tá vendo!! #AbortoNao,Que Porra é essa ? #AbortoNao,1,0.0,0.0
"Enquanto lutamos pela nossa vida contra o covid19, o STF abre uma sessão pra liberar o aborto! Que país é esse?  #AbortoNao    #STFVergonhaNacional",Assassinato nunca! #AbortoNAO,1,0.0,0.0
STF quer aplicar a medida enquanto a gente não tá vendo!! #AbortoNao,Vergonha desse STF  #AbortoNAO,1,0.0,0.0
"Bora subir, robozada?   #AbortoNao","Gostaria de informar que devido a grande repercussão do vídeo de Araraquara, o jornalista foi demitido. Mas queremos mais, muito mais; queremos que o Ministério Público investigue todos os contratos feitos entre a prefeitura, as mídias, rádio e televisão de Araraquara #AbortoNAO",1,0.0,-1.0
É fácil defender o aborto sendo que você já nasceu. #AbortoNAO,"Há se as pessoas sobessem o mal que trszem para suas vidas, derrando sangue inocente, jamais defenderia tal ato. #AbortoNAO",1,0.0,0.0
"O que a Bíblia fala sobre o aborto?  ""Antes que te formasse no ventre de sua mãe, Eu te conheci""  Jeremias 1.5 #AbortoNao",Linda passagem da Bíblia. #AbortoNAO,1,0.0,0.0
"Bolsominions estão revoltados pq STF pode permitir aborto de fetos com zika vírus. Imagine q 1 mulher está grávida de um bebê q, se não nascer morto, viverá apenas meses. Pq obrigá-la a prosseguir com a gravidez q pode por a vida dela em risco? Ela é q tem q decidir! #AbortoSim","É sobre as mulheres terem escolha. Se uma gestante com feto com zika vírus quiser seguir adiante com a gravidez, ela tem td o direito. Se ela quiser interromper a gravidez, ela deve ter td o direito tb. Simples! #AbortoSim",1,0.0,0.0
"O que a Bíblia fala sobre o aborto?  ""Antes que te formasse no ventre de sua mãe, Eu te conheci""  Jeremias 1.5 #AbortoNao",#AbortoNAO  Minha nossa! Isso não!,1,-1.0,-1.0
É muita gente hipócrita e sem noção usando a #AbortoNAO a maioria homens eleitores do bozo e o resto que dão mais valor a um feto do que a vida de uma mulher. O corpo é MEU e absolutamente TUDO nele TAMBÉM É MEU a decisão é MINHA SIM portanto #AbortoSim,#AbortoNAO isso e' assassinato,1,1.0,1.0
Vamos subir #AbortoNao .  STF quer aprovar medida em plena pandemia.,Com o STF não dá pra ter paz um segundo. #AbortoNAO #AbortoNao,1,0.0,0.0
"Em plena epidemia do Covid-19, o STF quer aprovar o aborto no Brasil. Vamos subir a tag #AbortoNao.",Isso é um absurdo! #AbortoNAO,1,0.0,0.0
#AbortoNAO chegando ao topo dos TT's.   Vamos pressionar o STF.,"#AbortoNAO , não acredito que aqueles corruptos estão liberando o aborto. Tem que fechar aquela zona o quanto antes. Um STF honesto e competente vai ajudar na faxina que o Brasil precisa. Esse só atrapalha.",1,0.0,0.0
"Precisamos falar desse assunto antes que os Sinistros do STF vergonha nacional torne essa doença como normal, e vou postar aqui o que o grande Sikera JR pensa sobre esse assunto, sou contra quer evitar ter filhos fecha as pernas bando de nojentas dos infernos.  #AbortoNAO","Complemento sua fala dizendo q em todos as cidades do Brasil, milhares de bairros tem postos de saúde. Lá encontram-se o PSF, onde são distribuídos preservativos, anticoncepcional, DIU, laqueadura, desde q os usuários sejam cadastros no sistema. Fica grávida quem quer #AbortoNAO",1,0.0,0.0
"Bora subir, robozada?   #AbortoNao","adoro ver vcs ""PRO VIDA"" quando se tem crianças nas ruas em orfanatos abandonadas por gravidez n desejada!!! MEU CORPO MINHAS REGRAS #ABORTOSIM",1,1.0,1.0
"Só pode ser absoluta mentira.... não é possível que o  vai vir com uma DESGRAÇA dessas em meio a zona que estamos vivendo!??????????   Isso sendo verdade, isso é de uma baixeza impossível de medir!  #AbortoNao",só pilantras traidores globalistas ! #AbortoNAO,1,0.0,0.0
Vamos subir #AbortoNao .  STF quer aprovar medida em plena pandemia.,Boa noite. #AbortoNAO,1,0.0,0.0
"Bora subir, robozada?   #AbortoNao",Vamos erguer nossa voz #AbortoNAO,1,0.0,0.0
"Bora subir, robozada?   #AbortoNao",Ativando modo robô #AbortoNAO,1,0.0,0.0
Vamos subir #AbortoNao .  STF quer aprovar medida em plena pandemia.,Com certeza #AbortoNAO,1,0.0,0.0
"#AbortoNAO  Vc pode ser contra o aborto sendo homem, mulher o caraio a 4 Homem também fornece material genético pra formar a criança  Sim, somos contra o aborto CHORA",E depois fogem sem querer assumir #AbortoSim,1,1.0,1.0
STF quer aplicar a medida enquanto a gente não tá vendo!! #AbortoNao,STF vergonha nacional! #AbortoNao,1,0.0,0.0
Quem usa a #AbortoSim deveria dar o exemplo e SE abortar.   #AbortoNão,"A mãe de quem usa #abortosim deveria ter abortado ele,assim não estaria agora defendendo este crime.",1,0.0,0.0
"Complemento sua fala dizendo q em todos as cidades do Brasil, milhares de bairros tem postos de saúde. Lá encontram-se o PSF, onde são distribuídos preservativos, anticoncepcional, DIU, laqueadura, desde q os usuários sejam cadastros no sistema. Fica grávida quem quer #AbortoNAO","Ana perfeito é que aqui nem cabe muita coisa pra dizer, basta lembrar que ainda temos a pilula do dia seguinte além de tudo que citou, mais o prazer de assassinar dos esquerdistas é enorme, e esse STF é capaz de tudo. #AbortoNAO",1,0.0,0.0
A quantidade de mulheres q são  mortas por n terem uma condição  financeira alta é justamente por terem q se submeter a incerteza da morta e do medo.A falta de igualdade também se encontra aq.Mulheres com condições altas vivem msm opitando por um aborto saem ilesas #AbortoSim,"e já as de baixa renda tem q optar por essa incerteza de morrer ou viver ,ser pela vida é também entender isso ,até pq nenhum método contraceptivo é 100% seguro #AbortoSim",1,0.0,0.0
Vamos subir #AbortoNao .  STF quer aprovar medida em plena pandemia.,"As mesmas pessoas que gritam  na quarentena;  ""A Vida vale mais que o Dinheiro"" Querem matar inocentes  ABORTISTAS SÃO HIPÓCRITAS #AbortoNAO",1,0.0,0.0
"Os hipócritas de ""todas as vidas importam"" menos aquelas que estão se desenvolvendo no útero. Não quer filho não faça sexo sem camisinha ou então use métodos contraceptivos tem vários escolha um é bem mais fácil do que matar uma vida. #AbortoNAO",Verdade #AbortoNAO,1,0.0,0.0
Só quero saber quem foi o macho q subiu essa tag #AbortoNao pra eu meter uma bicuda na cara dle  Entendam sem útero sem opinião,"é facil falar #AbortoNao né, mas  pena que adoção não é fácil igual ir no supermercado e comprar arroz. mulheres que abortam tem seus motivos não só individuais,basta pesquisar o perfil destas mulheres. o aborto seguro deve ser sim um direito da mulher, e só ela deve opinar sobre",1,0.0,0.0
"Bora subir, robozada?   #AbortoNao",Vida sim #AbortoNAO,1,0.0,0.0
"Eu peço a quem for a favor do aborto, para refletir se sua mãe tivesse feito essa opção quando estivesse grávida de você... Não é possível um ser humano agir com tamanha covardia!  #AbortoNao",Duro é ver esta turma que grita em favor do aborto e choram pela morte de um cachorro. #AbortoNAO,1,0.0,0.0
A feminista acha mesmo que na cabeça das pessoas o homem que abandona o filho é bem visto. Só se for na cabeça de pertubada delas  #AbortoNAO,"Mas a mente delas é perturbada. Essas distorções que elas fazem é desonestidade pura. Geralmente elas também inventam que ""somente homens"" levantam tags contra o aborto, ignorando totalmente a opinião das mulheres que também são contra esse absurdo.  #AbortoNAO",1,0.0,0.0
#AbortoNAO chegando ao topo dos TT's.   Vamos pressionar o STF.,Sempre pela vida!!! #AbortoNAO,1,0.0,0.0
"Bora subir, robozada?   #AbortoNao",Bora!#AbortoNAO,1,0.0,0.0
Quem usa a #AbortoSim deveria dar o exemplo e SE abortar.   #AbortoNão,#AbortoNAO eu apoio,1,0.0,0.0
#AbortoNAO chegando ao topo dos TT's.   Vamos pressionar o STF.,#AbortoNAO !!!  Dória Não !!!  Globo Não !!!  Wilson witzel Não !!!,1,0.0,0.0
Vamos subir #AbortoNao .  STF quer aprovar medida em plena pandemia.,"Levei um susto,  com esse tal de aborto,  ainda bem existe  pensante  aqui neste  Brasil  #AbortoNAO",1,0.0,0.0
Quem usa a #AbortoSim deveria dar o exemplo e SE abortar.   #AbortoNão,"Dia 24/04 o STF promove a EUGENIA, votará pelo aborto de crianças com microencefalia, em meio a ""pandemia"".  #AbortoNAO  #STFVergonhaNacional  Meu corpo, minhas regras! Corpo do bebê, REGRAS DO BEBÊ!   Deixe o feto conquistar sua própria vida!",1,0.0,0.0
"HOMENS, calem vossas boquinhas que este assunto não lhes diz respeito! Vão aprender a lavar o pinto que é o melhor que vocês fazem! #AbortoNao #AbortoSim","Segundo o bozo muitos homens morrem pq não lavam o pinto, logo isso sim deveria ser preocupação deles. #abortosim",1,0.0,0.0
A defesa do #AbortoNao mata uma mulher a cada dois dias no Brasil. A médica Débora Campos contou ao Intercept como reduzir os riscos de um aborto inseguro – e nós resumimos as explicações em um conjunto de cards.,"Esse povo contra aborto são tão informados né? Tipo ""há é só usar camisinha"" como se a camisinha tivesse 100% de eficácia.Agr como sobre  aborto com pessoas que não sabem q nenhum método contraceptivo é 100% eficaz? #abortosim",1,0.0,0.0
Você é contra o aborto? Então senta o dedo nessa tag: #AbortoNao,#AbortoNAO  Eu nasci e quero que os bebês TB!,1,0.0,0.0
"O que a Bíblia fala sobre o aborto?  ""Antes que te formasse no ventre de sua mãe, Eu te conheci""  Jeremias 1.5 #AbortoNao",Aborto é assassinato. #AbortoNAO,1,0.0,0.0
Vamos subir #AbortoNao .  STF quer aprovar medida em plena pandemia.,Tá difícil! #AbortoNAO,1,0.0,0.0
"Tenho certeza que a galera do #AbortoNao nunca, NUNCA, parou pra ler do que se trata. Aborto é questão de saúde da mulher. Tem que ser discutido, mas como sempre querem cagar regra.",Saude é teu rab*. Aborto é assassinato !!  #AbortoNAO,1,1.0,1.0
Vamos começar a pressão ao STF já.  #AbortoNAO,O país sofrendo com mortos e o STF? #AbortoNAO,1,0.0,0.0
STF quer aplicar a medida enquanto a gente não tá vendo!! #AbortoNao,STF lixo . #AbortoNAO,1,0.0,0.0
STF quer aplicar a medida enquanto a gente não tá vendo!! #AbortoNao,"Nem pensar,  quem tinha que ter feito isso era a mãe  dele e não fez #AbortoNAO",1,0.0,0.0
"Bora subir, robozada?   #AbortoNao",#AbortoNAO Cansativo este Supremo e esta esquerda! Sempre fazendo afronta à sociedade brasileira!,1,0.0,0.0
#AbortoNAO chegando ao topo dos TT's.   Vamos pressionar o STF.,STF ouça a maioria do povo brasileiro que é Cristão e conservador! #AbortoNAO,1,0.0,0.0
"Bora subir, robozada?   #AbortoNao",Vamos!  STF LIXO!  #AbortoNao,1,0.0,0.0
STF quer aplicar a medida enquanto a gente não tá vendo!! #AbortoNao,"Independente se você tem religião ou não, o três direitos básicos são: vida, propriedade privada e liberdade. Se você é um liberal ou um libertário deveria ter esses valores em mente. #AbortoNAO",2,0.0,0.0
"Eu peço a quem for a favor do aborto, para refletir se sua mãe tivesse feito essa opção quando estivesse grávida de você... Não é possível um ser humano agir com tamanha covardia!  #AbortoNao","eu peço para que você faça mais por crianças já vivas e sofrendo de abandono e nas ruas, do que se preocupe com fetos que são simplesmente um amontoado de células",2,1.0,1.0
"Toffoli, um lacaio da OMS, pautou ADI do aborto durante o caos pandêmico.   O STF é uma VERGONHA! Só mesmo uma corte imoral e abjeta para concordar com essa sugestão criminosa da OMS, de assassinar inocentes para conter o víruschinês!  #AbortoNAO",vc é um homem cis q se sua namorada engravidar vc vai largar entao fica caladinho pq sem utero sem opiniao importante cara,2,1.0,1.0
"Médico pedófilo, Fábio Duarte, estava preso p/filmar partes íntimas d crianças. Foi posto em liberdade hj. A juíza, na decisão, disse q segue orientação do CNJ (Conselho Nacional d Justiça), Presidido p/D Toffoli.  O pedófilo estava preso p/3ª vez, p/mesmo crime. Alerta Nacional.","Difícil demais viver nesse País! A que ponto chegamos, meu Deus!  #AbortoNAO",2,0.0,0.0
#AbortoNao A hidroxicloroquina pode ter efeitos colaterais (como qualquer medicamento). Já os efeitos irreversíveis do aborto são certos.,"Primeiramente #foradoria segundamente nao somos bobos, chega de usar nosso dinheiro #SenadoPL149NÃO terceiramente qual o sentido de colocar aborto pra votar agora, se todos estao lutando pra viver?! #AbortoNAO  Muito trabalho pra gnt robozada",2,0.0,0.0
não acredito que ainda tenho que ficar lendo essas coisas...  será que nunca as mulheres vão ser respeitadas como merecem???? #AbortoSIM,O pior é ver mulheres defendendo esse tipo de ideia. Outro dia discuti com a sobrinha do meu cunhado que diz que quem é a favor do aborto é vagabunda e ainda a guria defende a pena de morte.,2,0.0,0.0
"Eu sou contra o aborto, o feto n tem nd a ver com a suas atitudes. Ele n tem como se defender.""A, mas e se a mulher for estuprada e engravidar"" GENTE A CRIANÇA NÃO TEM CULPA, nesse caso quem tem culpa é o estuprador, então tem q resolver os problemas em relação a ele! #AbortoNAO",quem aborta tem que morrer junto,2,0.0,0.0
"Bora subir, robozada?   #AbortoNao","Difícil acreditar nesse corona virus, ele somente pega em os envolvidos no golpe e pessoas que exploram a existência do virus, do resto nada, somente infectados sem nome e mortos sem corpos exceção daqueles que morreram e usaram como se fosse do corona. ou seja (virus xili-ling)",2,0.0,0.0
Antes um feto abortado do que mais uma criança morando nas ruas ou então nos indices de criminalidade. #AbortoSim,eu sigo as pessoas certas,2,0.0,0.0
Vamos começar a pressão ao STF já.  #AbortoNAO,#AbortoNão Estão aproveitando a história do virus para impor questões que os brasileiros não aceitam,2,0.0,0.0
E quando falha o método?,"Quando ""falha o método anticoncepcional""?  Existe uma coisa na vida chamada  ARCAR COM AS CONSEQUÊNCIAS DOS SEUS ATOS.  Já ouviu falar nisso?  #AbortoNAO",2,1.0,1.0
